Tweet_id,Username,Text,Created_At,URL,Category
2008566628733038984,alxfazio,"mit developed a new way to get around context window limits with recursive language models (rlms). instead of dumping huge blocks of text into the cw, it treats long prompts like a sandbox it can work through using a python interface. the model uses code to search, filter, and https://t.co/hFU8C89S3V",Tue Jan 06 15:49:36 +0000 2026,https://x.com/i/status/2008566628733038984,ML and Deep Learning
2008385298711884156,liquidai,"👄👂LFM2.5-Audio comes with a brand new audio detokenizer that is 8x faster on mobile CPUs, and trained with QAT for high-quality audio generation.

LFM2.5-Audio processes speech end-to-end, not via ASR → LLM → TTS pipelines. That removes information loss between stages and https://t.co/6bkU0jiETP",Tue Jan 06 03:49:03 +0000 2026,https://x.com/i/status/2008385298711884156,Electronics
2008524188164784485,LiorOnAI,"Small batches just killed sophisticated optimizers

𝗥𝗲𝘀𝗲𝗮𝗿𝗰𝗵𝗲𝗿𝘀 𝗳𝗿𝗼𝗺 𝗡𝗬𝗨 𝗮𝗻𝗱 𝗖𝗼𝗹𝘂𝗺𝗯𝗶𝗮 proved vanilla SGD can train large language models when using batch size 1.

𝗪𝗵𝗮𝘁 𝗵𝗮𝗽𝗽𝗲𝗻𝗲𝗱
The team trained models up to 1.3B parameters.
Small batches https://t.co/GZs7sxpqIl",Tue Jan 06 13:00:57 +0000 2026,https://x.com/i/status/2008524188164784485,"HPC, GPU Programming and ML Optimisations"
2008552880488542716,maximelabonne,"LFM2.5-Audio-1.5B

&gt; Real-time text-to-speech and ASR
&gt; Running locally on a CPU with llama.cpp
&gt; Interleave speech and text

It's super elegant, I'm bullish on local audio models https://t.co/Fw8RWAg4bG",Tue Jan 06 14:54:58 +0000 2026,https://x.com/i/status/2008552880488542716,Electronics
2008684334278906291,Hesamation,"he’s a research engineer from the Google Gemini team and he explained practically everything to know about breaking into frontier AI research in 2026 in just 40 minutes. here are the main points:

&gt; how to get started?
take courses on ML and DL. could be uni or online. learn https://t.co/A1yiTiRGsQ",Tue Jan 06 23:37:19 +0000 2026,https://x.com/i/status/2008684334278906291,ML and Deep Learning
2008222085240549530,aidenybai,"introducing repogrep.​com

ultra fast codebase search for any public github repo

where i found the React hooks source code in &lt;10 sec https://t.co/2xYi77LMTE",Mon Jan 05 17:00:30 +0000 2026,https://x.com/i/status/2008222085240549530,"HPC, GPU Programming and ML Optimisations"
2008426958267314197,yoavhacohen,"🚀 LTX-2 is now open source: text → audio + video.
Today we’re releasing LTX-2, the first open-source foundation model for joint audiovisual generation, together with a full technical report.
🧵👇 https://t.co/H2JTskvnUi",Tue Jan 06 06:34:36 +0000 2026,https://x.com/i/status/2008426958267314197,Electronics
2008458571928002948,godofprompt,"🚨 DeepMind discovered that neural networks can train for thousands of epochs without learning anything.

Then suddenly, in a single epoch, they generalize perfectly.

This phenomenon is called ""Grokking"".

It went from a weird training glitch to a core theory of how models https://t.co/Dj2xglOGFr",Tue Jan 06 08:40:13 +0000 2026,https://x.com/i/status/2008458571928002948,ML and Deep Learning
2008050919599128791,HeMuyu0327,"A very well done fun paper on LLM architecture design, introducing multi heads into FFN and cleverly solving the scalability problem with math and CUDA. Here's a breakdown.

What it introduces:

- A multi-head feed forward network, following the design of multi-head attention. https://t.co/nxDgZQaWFC",Mon Jan 05 05:40:21 +0000 2026,https://x.com/i/status/2008050919599128791,"HPC, GPU Programming and ML Optimisations"
2008296081709219865,nvidianewsroom,"NVIDIA Alpamayo is the first open ecosystem for developing reasoning vision-language-action (VLA) models for autonomous vehicles.

Alpamayo 1, AlpaSim, and Physical AI Open Datasets help AVs perceive, reason, and act with human-like judgment, paving the way for level 4 autonomy. https://t.co/EO827yfmJG",Mon Jan 05 21:54:32 +0000 2026,https://x.com/i/status/2008296081709219865,"HPC, GPU Programming and ML Optimisations"
2008309836669481438,_AbhinavJ,"i spent the last 4 days diving deep into flow matching and visualizing it inside vision-language-action models

turning pure noise into coherent actions for robots to follow is beautiful

here's the blog I wrote about it with visuals that made it click better for me: https://t.co/M9Gtgvbj5n",Mon Jan 05 22:49:12 +0000 2026,https://x.com/i/status/2008309836669481438,ML and Deep Learning
2008035254246777211,cwolferesearch,"Understanding vanilla GRPO is not enough. There are many tricks / modifications needed to avoid things things like training instability and entropy collapse, especially at scale.

In a new blog, I outline (or at least try my best) all of the practical tricks and best practices https://t.co/fkYWP34uhP",Mon Jan 05 04:38:06 +0000 2026,https://x.com/i/status/2008035254246777211,"HPC, GPU Programming and ML Optimisations"
2007769246101799177,yulintwt,This guy literally leaked a repo full of 300+ real ML system designs (from 80 companies) https://t.co/RP5BC0JpCO,Sun Jan 04 11:01:05 +0000 2026,https://x.com/i/status/2007769246101799177,"HPC, GPU Programming and ML Optimisations"
2007308100043411675,TheAhmadOsman,"If you haven’t tried a local LLM in a year+

I’m telling you, try Nemotron 3 Nano

it’ll run on a potato GPU
thx to experts offloading
it’ll even run fully on CPU + RAM

Just a preview of AI living on your machine, and it’s the worst it’ll ever be

Unsloth has good quants &amp; sizes https://t.co/NyWgw1NHuf",Sat Jan 03 04:28:39 +0000 2026,https://x.com/i/status/2007308100043411675,"HPC, GPU Programming and ML Optimisations"
2007157496394272985,BookNoteApp,"5 books for high agency people:

1) The Art of Doing Science and Engineering by Richard Hamming

'lectures on effective thinking' https://t.co/1v2DYASi3z",Fri Jan 02 18:30:12 +0000 2026,https://x.com/i/status/2007157496394272985,Books and Study Materials
2007028426042220837,godofprompt,"🚨 MIT proved you can delete 90% of a neural network without losing accuracy.

Five years later, nobody implements it.

""The Lottery Ticket Hypothesis"" just went from academic curiosity to production necessity, and it's about to 10x your inference costs.

Here's what changed (and https://t.co/7H6E0wgiUk",Fri Jan 02 09:57:20 +0000 2026,https://x.com/i/status/2007028426042220837,ML and Deep Learning
1880493301884940465,elliotarledge,"check out this new cli tool i made called ""timelapse_maker""

`pip install timelapse_maker`
`timelapse_maker -i input.mp4 -o output.mp4`
fill in the rest of the settings when it prompts you https://t.co/GK4Xowbmax",Sat Jan 18 05:51:55 +0000 2025,https://x.com/i/status/1880493301884940465,Electronics
2006636128091468167,Alan_Ma_,"TPUs Unwrapped!!🎄 

- real-time FPGA inference
- custom ISA + open-source tooling
- PyTorch + uint8 quantization
- gesture recognition inference demo

been a crazy month shipping, working night and day, but we finally got something working!! special shoutout to @abiralxshakya https://t.co/tmJgdQdecX",Thu Jan 01 07:58:29 +0000 2026,https://x.com/i/status/2006636128091468167,Electronics
2006517727708471797,FastbreakHoops5,"This is the kind of autism the government fears.

https://t.co/7L7U6QKMlM",Thu Jan 01 00:08:00 +0000 2026,https://x.com/i/status/2006517727708471797,Robotics
2006350103632625684,iruletheworldmo,"new paper worth reading if you want to understand what’s actually happening inside these systems.

researchers showed that standard transformer training implicitly runs an EM algorithm. attention = E-step (soft assignment of which positions matter). values = M-step (updating https://t.co/kv2FBLp5Oo",Wed Dec 31 13:01:55 +0000 2025,https://x.com/i/status/2006350103632625684,Electronics
2005667911013441753,rasbt,"One of the underrated papers this year: 
""Small Batch Size Training for Language Models:
When Vanilla SGD Works, and Why Gradient Accumulation Is Wasteful"" (https://t.co/0O4XjGDLIP)

(I can confirm this holds for RLVR, too! I have some experiments to share soon.) https://t.co/Vy6yVeGqiK",Mon Dec 29 15:51:08 +0000 2025,https://x.com/i/status/2005667911013441753,ML and Deep Learning
2006054445243912262,0x0SojalSec,"This repo just shrinks 60 million text chunks from 201 GB to just 6 GB without any loss in accuracy.

It’s a game-changer.

- 201 GB down to 6 GB (97% smaller).
- Zero cloud.
- Zero GPU. right on a standard laptop
100% private.

100% open-source https://t.co/cb1awbTtEx",Tue Dec 30 17:27:05 +0000 2025,https://x.com/i/status/2006054445243912262,Electronics
2006060751589622043,0x0SojalSec,"Run 70B LLMs on a 4GB GPU with layer-wise inference and memory optimization, quantization optional🫣

- https://t.co/fKHuTeCrH3
- https://t.co/oKo2dDyqwo

#Ai #infosec #AIAgent https://t.co/qHGjt1OHxY",Tue Dec 30 17:52:08 +0000 2025,https://x.com/i/status/2006060751589622043,"HPC, GPU Programming and ML Optimisations"
2005693487187124568,BrianRoemmele,"Breakthrough: Game-Theoretic Pruning Slashes Neural Network Size by Up to 90% with Near-Zero Accuracy Loss: Unlocking Edge AI Revolution!

I am testing this now on local AI and it is astonishing!

introduced Pruning as a Game.

Equilibrium-Driven Sparsification of Neural https://t.co/2SwDMzMFPF",Mon Dec 29 17:32:45 +0000 2025,https://x.com/i/status/2005693487187124568,ML and Deep Learning
2005178246493778307,jiqizhixin,"This is cool!

Running large language models is expensive in memory and compute. 

Fairy2i converts pre trained real valued Transformers into complex form while preserving equivalence and enabling ~2 bit inference with phase aware quantization.

LLaMA 2 7B at 2 bit is nearly full https://t.co/X7xvVYTuSJ",Sun Dec 28 07:25:23 +0000 2025,https://x.com/i/status/2005178246493778307,"HPC, GPU Programming and ML Optimisations"
2004671242281070801,techNmak,"Harvard just leaked their Senior Engineer roadmap for free.

Stop paying for $2,000 bootcamps. Prof. Vijay Janapa Reddi just put the entire ML Systems (CS249r) curriculum on GitHub.

If you master these 6 pillars, you're ahead of 99% of the field:

🏛️ Architecture
🚿 Data https://t.co/TGxd6tN7qM",Fri Dec 26 21:50:43 +0000 2025,https://x.com/i/status/2004671242281070801,"HPC, GPU Programming and ML Optimisations"
2004295846427333024,tom_doerr,"Neural network library in C from scratch

https://t.co/1Z3dtmbisd https://t.co/fPhjfDUWDe",Thu Dec 25 20:59:02 +0000 2025,https://x.com/i/status/2004295846427333024,"HPC, GPU Programming and ML Optimisations"
2004079690559246445,AmanSharma_554,"Student ID Benefits 🤗   

&gt; Google Gemini Pro  
&gt; Student id flight booking 
&gt; GitHub student pack  
&gt; DigitalOcean  
&gt; Spotify     
&gt; Grammarly EDU  
&gt; Notion     
&gt; Jetbrains
&gt; Railway discount
&gt; YouTube Premium
&gt; Cursor Pro   
&gt; Amazon Prime Student  
&gt; Microsoft 365",Thu Dec 25 06:40:06 +0000 2025,https://x.com/i/status/2004079690559246445,Personal Growth and Research Career
2003918771602260258,tom_doerr,"Visualizes internal workings of Transformer models

https://t.co/xcABDGCMbv https://t.co/NWOoH6E69k",Wed Dec 24 20:00:40 +0000 2025,https://x.com/i/status/2003918771602260258,Electronics
2003750783196828031,abiralxshakya,"Unwrapping TPUs 🎄: Day 21 - 23
We’ve been busy hacking in-person these past couple days, apologies for minimal updates!
- reverse eng. a 20 bit instruction set, currently implementing a 3x3 systolic array w/ a bare-bones FPGA as an init prototype (learning open source tools, https://t.co/6kUgCRI4dy",Wed Dec 24 08:53:09 +0000 2025,https://x.com/i/status/2003750783196828031,Electronics
2003572784677396653,NVIDIAAIDev,"Top 5 AI Model Optimization Techniques for Faster, Smarter Inference
 
1️⃣ Post-Training Quantization (PTQ) – The fastest path to value. Compress models without retraining for instant latency and throughput wins.
2️⃣ Quantization-Aware Training (QAT) – Fine-tune for low precision https://t.co/p3DZCzZP3B",Tue Dec 23 21:05:51 +0000 2025,https://x.com/i/status/2003572784677396653,ML and Deep Learning
2003504773421773295,byebyescaling,"WHY I HATE RANDOM POSITIONAL EMBEDDING PAPERS + 3 NEW RESEARCH IDEAS FOR YOU TO STEAL

The following proposal to replace Sinusoidal Positional Encodings (PE) with Triangular, Square, and Sawtooth waves is COMPLETELY mathematically wrong. While the paper reports a BLEU-4 jump from https://t.co/lKiVF6auxr",Tue Dec 23 16:35:35 +0000 2025,https://x.com/i/status/2003504773421773295,Robotics
2003208718763151757,tom_doerr,"Processes drone imagery into maps and 3D models

https://t.co/VmzEutRdjZ https://t.co/7F7L8jAi7m",Mon Dec 22 20:59:11 +0000 2025,https://x.com/i/status/2003208718763151757,Robotics
2003168635591004523,willccbb,"the playbook:
- karpathy videos
- the deep fates program
- somewhere systems collected posts
- cursor + claude opus
- 1940s french philosophy
- 7 years of algorithmic game theory

this is all you need honestly",Mon Dec 22 18:19:54 +0000 2025,https://x.com/i/status/2003168635591004523,ML and Deep Learning
2002149908430962734,DataChaz,"This is wild.

A real-time webcam demo using SmolVLM from @huggingface and llama.cpp! 🤯

Running fully local on a MacBook M3. https://t.co/BQ1HyP7RoC",Fri Dec 19 22:51:50 +0000 2025,https://x.com/i/status/2002149908430962734,Electronics
2002051616455975186,Casey,"did a project w meta quest 3 where i scanned my studio.  its pretty rad, you can walk around a look at stuff and get close.  i spefically did not clean the place before we scanned it.  works on your phone and on the headset - https://t.co/1sVyNrq5MB https://t.co/bkPDxnOBG4",Fri Dec 19 16:21:16 +0000 2025,https://x.com/i/status/2002051616455975186,Electronics
2002270420557574352,rronak_,"My first ever RL project was back in sophomore year of college, training a model to play rocket league using PPO, almost melted my RTX 3060 gaming laptop doing rollouts, I had so much fun.

Never thought I'd get to do this as a full time job https://t.co/ZYGzPzx6EY",Sat Dec 20 06:50:43 +0000 2025,https://x.com/i/status/2002270420557574352,Personal Growth and Research Career
1999539998639411527,ZhijingJin,"To potential students: My website has an Openings page with google forms to apply to me. In parallel to UofT’s PhD screening, I would also host junior students (1-2 years before PhD) on remote research collaboration. We have worked with various students from 20+ countries🤗🌍🌏🌎",Fri Dec 12 18:00:59 +0000 2025,https://x.com/i/status/1999539998639411527,Personal Growth and Research Career
1999127980640194981,JerryHan_og,"I pulled a random street from Google Maps.
Turned it into a 3D world with World Labs.
Dropped a Unitree G1 into it and hooked it up to our server-side MuJoCo setup.

Now the G1 is actually walking around a real Malaysian street in my browser. 
Three.js is doing the rendering. https://t.co/VdpBohsxyX",Thu Dec 11 14:43:47 +0000 2025,https://x.com/i/status/1999127980640194981,"HPC, GPU Programming and ML Optimisations"
1999131564601668034,archiexzzz,great learning hack: you open a really good deep technical video on YFLOPS by Jane Street @cHHillee -&gt; parallely open google gemini's &lt;guided_learning&gt; feature and topics you are not familiar with -&gt; just use this feature to understand that. the best thing about this feature is https://t.co/lFADrgrBjT,Thu Dec 11 14:58:01 +0000 2025,https://x.com/i/status/1999131564601668034,ML and Deep Learning
1998152324989304879,asurobot,"[Free Tutorials] Introduction to In-Context Learning for Agentic AI 🤖 
Website: https://t.co/fLV80YE6xc

We provide a beginner-friendly tutorial on In-Context Learning with Colab code. Demos incl. optimization,  regression, classification, RL, translation and many others! #LLM https://t.co/1WLS2PxEUd",Mon Dec 08 22:06:52 +0000 2025,https://x.com/i/status/1998152324989304879,"HPC, GPU Programming and ML Optimisations"
1997861160813502715,tom_doerr,"Video segmentation model runs on phones

https://t.co/MFDM1foYlM https://t.co/SU4WZnBv1D",Mon Dec 08 02:49:53 +0000 2025,https://x.com/i/status/1997861160813502715,Electronics
1998067815547334726,ludocomito,"Sharing a collection of notebooks I implemented from scratch to learn step-by-step major concepts of diffusion models. In this project I opted for simple implementations, derived from first principles. 
Starting from the basics with an unconditional DDPM to reconstruct https://t.co/i4rPkp2ntI",Mon Dec 08 16:31:04 +0000 2025,https://x.com/i/status/1998067815547334726,Books and Study Materials
1970441940832526679,lossfunk,Here's what we're interested in as a lab. https://t.co/5KMwyo7l5v,Tue Sep 23 10:55:42 +0000 2025,https://x.com/i/status/1970441940832526679,Electronics
1996989141360537968,GoogleAIStudio,"gemini 3 vibe coding hackathon starts now

build your best app to solve a real-world problem across science, health, education or business.

$500,000 in Gemini API credit prizes

competition ends dec 12 https://t.co/a0gcpSURje",Fri Dec 05 17:04:48 +0000 2025,https://x.com/i/status/1996989141360537968,Personal Growth and Research Career
1996989142815916229,GoogleAIStudio,full details: https://t.co/leaQbZyVdv,Fri Dec 05 17:04:48 +0000 2025,https://x.com/i/status/1996989142815916229,Electronics
1997091479731237013,gregisenberg,@GoogleAIStudio Grab a startup idea at https://t.co/ptcEtGCCsV,Fri Dec 05 23:51:27 +0000 2025,https://x.com/i/status/1997091479731237013,"HPC, GPU Programming and ML Optimisations"
1997358542035309053,DZhang50,"After leading the creation of CUDA C++, Vinod Grover @vinodg (Sr. Distinguished Engineer, @NVIDIA) now focuses on the compiler techniques that make modern AI training and inference possible.

Come listen to his invited talk, titled: ""The Essence of CUDA and AI for GPUs""! https://t.co/D1HSlRNGa7",Sat Dec 06 17:32:40 +0000 2025,https://x.com/i/status/1997358542035309053,"HPC, GPU Programming and ML Optimisations"
1997501030188372139,OpenGraph_Labs,"🚀 We're releasing a browser-based platform for playing robot policies.

No installation. No setup. Just open the URL.

✨ Features:
• MuJoCo physics simulation (real-time)
• ONNX policy inference in-browser
• 1.2M+ episodes tested https://t.co/ZmITN8kxSg",Sun Dec 07 02:58:52 +0000 2025,https://x.com/i/status/1997501030188372139,Robotics
1997387888820977971,Sentdex,"Today, we're hoping for the best, preparing for the worst.

In gait training, the episode terminates if a fall is detected, so a fall in real is wildly out of distribution. So we need to handle for falls.

Eventually be cool to train a model that falls, catches, regains well. https://t.co/KooaMjOeKK",Sat Dec 06 19:29:17 +0000 2025,https://x.com/i/status/1997387888820977971,Books and Study Materials
1997014378508423344,IlirAliu_,"A new open-source physics engine just dropped… and it could change how robots learn.

Newton, built by @nvidia with support from @GoogleDeepMind and Disney Research, is now part of The Linux Foundation. It’s designed to bring precise, GPU-powered physics to robotics and https://t.co/SXPHm9Cy29",Fri Dec 05 18:45:05 +0000 2025,https://x.com/i/status/1997014378508423344,ML and Deep Learning
1996700327710802058,WilliamBryk,"We embedded all 5000+ NeurIPS papers! https://t.co/QoKAw0oORx

Cool queries:
- ""new retrieval techniques""
- ""the paper that elon would love most""
- ""intersection of coding agents and biology, poster session 5""

It uses our in-house model trained for precise semantic retrieval 😌 https://t.co/zB6rB68CXK",Thu Dec 04 21:57:09 +0000 2025,https://x.com/i/status/1996700327710802058,"HPC, GPU Programming and ML Optimisations"
1996565925320085598,hayesdev_,"This is literally the book trusted by Stanford, MIT, and Google to teach AI https://t.co/uYQ9j45gsl",Thu Dec 04 13:03:05 +0000 2025,https://x.com/i/status/1996565925320085598,ML and Deep Learning
1996127585449763038,paulabartabajo_,"RL is back, baby! Here's a course to get you started

𝗖𝗼𝗻𝘁𝗲𝘅𝘁

Reinforcement Learning (RL) is one of the key ingredients to post-train Language Models for long, complex tasks, hard-for-humans tasks, especially with verifiable rewards. For example, maths or coding, which is https://t.co/BgZjvkB4mN",Wed Dec 03 08:01:17 +0000 2025,https://x.com/i/status/1996127585449763038,"HPC, GPU Programming and ML Optimisations"
1995604587621810507,predict_addict,"One of the best stats textbooks by legendary Prof Larry Wasserman.

#math https://t.co/cqFeuN9V5e",Mon Dec 01 21:23:04 +0000 2025,https://x.com/i/status/1995604587621810507,Books and Study Materials
1995337360389574802,yihaoli_0302,"🧵[1/8]
Excited to share our NeurIPS 2025 Spotlight paper “Does Object Binding Naturally Emerge in Large Pretrained Vision Transformers?” ✨

To add to the broader discussion of binding in neural networks, we ask whether and how Vision Transformers perform object binding (the https://t.co/MkG93EfL1e",Mon Dec 01 03:41:12 +0000 2025,https://x.com/i/status/1995337360389574802,"HPC, GPU Programming and ML Optimisations"
1995572922203996391,rohanpaul_ai,"Deepseek brought attention complexity down from quadratic to roughly linear by using warm-starting with separate initialization and optimization dynamics, and slowly adjusting this setup over about 1T tokens.

They did this by adding a sparse attention module that only lets each https://t.co/AjCaqSUn1x",Mon Dec 01 19:17:15 +0000 2025,https://x.com/i/status/1995572922203996391,ML and Deep Learning
1993973750493028755,Oludeewon,"🚨 Academic &amp; Research Opportunities

📍 Google Student Researcher Program 2026 Fully funded research roles for BS, MS &amp; PhD students. 
▪︎ Link: https://t.co/4JfL4DeOcI

📍MRC LID Studentship 2026–27 (PhD) Public health doctoral opportunity. 
▪︎ Application deadline: 14 Jan",Thu Nov 27 09:22:43 +0000 2025,https://x.com/i/status/1993973750493028755,Personal Growth and Research Career
1994052916299043231,zamir_ar,"We will continue to hire international interns through the Summer@EPFL program. Many of our great past projects had an intern contributing to them:
https://t.co/gySSJ3LrEE
https://t.co/xu8g4USfSb
https://t.co/xY8NDf6pKg
https://t.co/wl2iG9wNld
https://t.co/fafbEGtOWD

Deadline",Thu Nov 27 14:37:17 +0000 2025,https://x.com/i/status/1994052916299043231,Electronics
1993673925218189360,predict_addict,"A math degree is 1000x time more useful than a computer science degree.

My repo got it covered 

https://t.co/bESD0yEWUu

#math https://t.co/bziIT2jmuV",Wed Nov 26 13:31:19 +0000 2025,https://x.com/i/status/1993673925218189360,Personal Growth and Research Career
1993761041000616329,hive_echo,"Studying a paper:

Intelligent Matrix Exponentiation

This paper shows that instead of stacking many usual neural net layers, you can use one big special layer based on a matrix exponential, and that single layer can already learn rich feature interactions, periodic patterns, and https://t.co/yLBIdwhzdf",Wed Nov 26 19:17:29 +0000 2025,https://x.com/i/status/1993761041000616329,ML and Deep Learning
1993763595386057029,predict_addict,"📈 JP Morgan and top quant firms are using computer vision to trade stocks. Why aren’t you?

Wall Street isn't just looking at candlesticks anymore — it's scanning time series as images.

🔍 Enter the Gramian Angular Field (GAF): a transformation that turns time series into https://t.co/0pis8WfHys",Wed Nov 26 19:27:38 +0000 2025,https://x.com/i/status/1993763595386057029,"HPC, GPU Programming and ML Optimisations"
1993672852206444675,rryssf_,"This NVIDIA paper just broke my brain.

Everyone keeps talking about scaling transformers with bigger clusters and smarter optimizers… meanwhile NVIDIA and Oxford just showed you can train billion-parameter models using evolution strategies a method most people wrote off as https://t.co/dLFVu5U8qA",Wed Nov 26 13:27:03 +0000 2025,https://x.com/i/status/1993672852206444675,"HPC, GPU Programming and ML Optimisations"
1993223936839139411,jlambert_,"I am hiring a Student researcher at Google DeepMind for Winter/Spring or Summer of 2026!

🛠️ Interested in tool-use and reasoning for LLMs?
🚀 Up-to-date with frontier research?
🔬 Love to understand code &amp; algorithms from first principles?
📚 Currently studying for a BS/MS/PhD? https://t.co/U5DMeMeRsJ",Tue Nov 25 07:43:13 +0000 2025,https://x.com/i/status/1993223936839139411,Personal Growth and Research Career
1992924387557904750,matthewvenn,"What open source ASIC tools am I excited by in 2025? OpenEMS, 3D viewers, Surfer, OpenROAD, and lots more!

Check this article for all the links: https://t.co/zC3soBjMPw 

#opensource #ASIC #tools https://t.co/Hyf9eDUwQe",Mon Nov 24 11:52:55 +0000 2025,https://x.com/i/status/1992924387557904750,Electronics
1993231428969283693,VoidAsuka,just built a local AI waifu on my two macbooks by using the oss parallax inference library!!! not super smooth yet but parallax is still the easiest way to run llms locally on top of mlx - and no bigco can steal my waifu. still need folks to help her see/hear/draw since mlx has https://t.co/uYlnkEoRI0,Tue Nov 25 08:12:59 +0000 2025,https://x.com/i/status/1993231428969283693,ML and Deep Learning
1992507686802624701,akshay_pachaar,"Google just dropped ""Attention is all you need (V2)""

This paper could solve AI's biggest problem:

Catastrophic forgetting.

When AI models learn something new, they tend to forget what they previously learned. Humans don't work this way, and now Google Research has a solution. https://t.co/8fnLvqwhNU",Sun Nov 23 08:17:06 +0000 2025,https://x.com/i/status/1992507686802624701,ML and Deep Learning
1992553542402654676,simcity99,"driving a rover around NYC from my apartment
- cellular teleop
- openpilot selfdrive

welcome to the future of delivery bots https://t.co/DPvsVHImvq",Sun Nov 23 11:19:19 +0000 2025,https://x.com/i/status/1992553542402654676,Robotics
1992582569687150644,DSkaale,"🚀 Gaussian Splatting Performance Breakthrough

Achieved 6M photorealistic splats rendering at 60-80 FPS in real-time in Unity.

Mixamo character conversion + GPU compute shader skinning = photorealistic animated characters.

Key optimizations:
✅ GPU compute shader skinning
✅ https://t.co/A9pMAiBaga",Sun Nov 23 13:14:39 +0000 2025,https://x.com/i/status/1992582569687150644,"HPC, GPU Programming and ML Optimisations"
1992724687118594446,EzgiKorkmazAI,"If you are working on reinforcement learning training of LLMs this might spark your interest!

✨NeurIPS Spotlight✨

#NeurIPS2025 @NeurIPSconf

Counteractive RL: Rethinking Core Principles for Efficient and Scalable Deep Reinforcement Learning https://t.co/hfa5X1IuWZ",Sun Nov 23 22:39:23 +0000 2025,https://x.com/i/status/1992724687118594446,ML and Deep Learning
1992604389148889500,SumanaSiliguri,"About my passion project from the Yale University Press website: 

https://t.co/y0TSZBlBFG https://t.co/UQbCRpd3o3",Sun Nov 23 14:41:21 +0000 2025,https://x.com/i/status/1992604389148889500,Personal Growth and Research Career
